url,nome_olimpiada,documentos_inscricao,edital,inscricao_inicio,inscricao_fim,evento_inicio,evento_fim
https://www.ifms.edu.br/assuntos/eventos/feiras/feiras-de-ciencia-e-tecnologia-2025,Não encontrado,Não encontrado,Não encontrado,Não encontrado,Não encontrado,Não encontrado,Não encontrado
https://www.unisc.br/feiradeciencias/,Unisc,Não encontrado,Não encontrado,Não encontrado,Não encontrado,Não encontrado,Não encontrado
https://pages.cnpem.br/cienciaaberta/,Ciência Aberta,https://pages.cnpem.br/cienciaaberta/lista-das-atividades-e-mapa-do-ciencia-aberta-2025-ja-estao-disponiveis/,Não encontrado,Não encontrado,Não encontrado,Não encontrado,Não encontrado
